year_month,product_id,product_name,category,launch_date,unit_price,units_sold,revenue,material_cost,manufacturing_cost,logistics_cost,total_cost,gross_profit,gross_margin_pct
2024-06-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1450,854,1238300,689962,123830,61915,875707,362593,29.28
2024-07-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1454,854,1241716,691865,124171,62085,878121,363595,29.28
2024-08-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1495,651,973245,542277,97324,48662,688263,284982,29.28
2024-09-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1482,831,1231542,686196,123154,61577,870927,360615,29.28
2024-10-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1499,871,1305629,727477,130562,65281,923320,382309,29.28
2024-11-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1508,759,1144572,637738,114457,57228,809423,335149,29.28
2024-12-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1459,728,1062152,591815,106215,53107,751137,311015,29.28
2025-01-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1474,879,1295646,721914,129564,64782,916260,379386,29.28
2025-02-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1453,888,1290264,718915,129026,64513,912454,377810,29.28
2025-03-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1451,652,946052,527126,94605,47302,669033,277019,29.28
2025-04-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1498,804,1204392,671069,120439,60219,851727,352665,29.28
2025-05-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1454,742,1078868,601129,107886,53943,762958,315910,29.28
2025-06-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1470,733,1077510,600372,107751,53875,761998,315512,29.28
2025-07-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1488,816,1214208,676538,121420,60710,858668,355540,29.28
2025-08-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1474,649,956626,533017,95662,47831,676510,280116,29.28
2025-09-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1464,816,1194624,665626,119462,59731,844819,349805,29.28
2025-10-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1485,743,1103355,700841,110335,55167,866343,237012,21.48
2025-11-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1451,742,1076642,683873,107664,53832,845369,231273,21.48
2025-12-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1495,686,1025570,651432,102557,51278,805267,220303,21.48
2026-01-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1497,694,1038918,659911,103891,51945,815747,223171,21.48
2026-02-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1477,762,1125474,714891,112547,56273,883711,241763,21.48
2026-03-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1472,856,1260032,800361,126003,63001,989365,270667,21.48
2024-04-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2345,184,431480,287144,43148,21574,351866,79614,18.45
2024-05-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2357,216,509112,338807,50911,25455,415173,93939,18.45
2024-06-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2321,215,499015,332088,49901,24950,406939,92076,18.45
2024-07-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2300,201,462300,307654,46230,23115,376999,85301,18.45
2024-08-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2291,248,568168,378108,56816,28408,463332,104836,18.45
2024-09-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2284,254,580136,386073,58013,29006,473092,107044,18.45
2024-10-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2287,221,505427,336355,50542,25271,412168,93259,18.45
2024-11-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2302,243,559386,372264,55938,27969,456171,103215,18.45
2024-12-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2367,225,532575,354422,53257,26628,434307,98268,18.45
2025-01-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2299,232,533368,354949,53336,26668,434953,98415,18.45
2025-02-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2323,245,569135,378752,56913,28456,464121,105014,18.45
2025-03-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2327,176,409552,272551,40955,20477,333983,75569,18.45
2025-04-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2322,246,571212,380134,57121,28560,465815,105397,18.45
2025-05-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2348,241,565868,376578,56586,28293,461457,104411,18.45
2025-06-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2312,215,497080,330800,49708,24854,405362,91718,18.45
2025-07-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2316,239,553524,368363,55352,27676,451391,102133,18.45
2025-08-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2312,190,439280,292335,43928,21964,358227,81053,18.45
2025-09-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2308,252,581616,387058,58161,29080,474299,107317,18.45
2025-10-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2294,195,447330,339369,44733,22366,406468,40862,9.13
2025-11-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2373,180,427140,324052,42714,21357,388123,39017,9.13
2025-12-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2350,222,521700,395790,52170,26085,474045,47655,9.13
2026-01-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2315,243,562545,426778,56254,28127,511159,51386,9.13
2026-02-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2371,245,580895,440699,58089,29044,527832,53063,9.13
2026-03-01,P0278,筐体カバー 大型,樹脂・ゴム部品,2022-01-19,2348,240,563520,427517,56352,28176,512045,51475,9.13
2024-04-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3117,359,1119003,632228,111900,55950,800078,318925,28.5
2024-05-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3152,347,1093744,617957,109374,54687,782018,311726,28.5
2024-06-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3219,324,1042956,589262,104295,52147,745704,297252,28.5
2024-07-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3109,329,1022861,577908,102286,51143,731337,291524,28.5
2024-08-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3224,344,1109056,626608,110905,55452,792965,316091,28.5
2024-09-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3215,334,1073810,606694,107381,53690,767765,306045,28.5
2024-10-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3215,357,1147755,648472,114775,57387,820634,327121,28.5
2024-11-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3166,296,937136,529474,93713,46856,670043,267093,28.5
2024-12-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3222,360,1159920,655346,115992,57996,829334,330586,28.5
2025-01-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3129,271,847959,479090,84795,42397,606282,241677,28.5
2025-02-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3204,296,948384,535829,94838,47419,678086,270298,28.5
2025-03-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3180,363,1154340,652193,115434,57717,825344,328996,28.5
2025-04-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3145,267,839715,474432,83971,41985,600388,239327,28.5
2025-05-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3150,361,1137150,642481,113715,56857,813053,324097,28.5
2025-06-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3144,265,833160,470729,83316,41658,595703,237457,28.5
2025-07-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3169,354,1121826,633823,112182,56091,802096,319730,28.5
2025-08-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3146,274,862004,487025,86200,43100,616325,245679,28.5
2025-09-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3161,373,1179053,666156,117905,58952,843013,336040,28.5
2025-10-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3126,308,962808,620136,96280,48140,764556,198252,20.59
2025-11-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3209,291,933819,601464,93381,46690,741535,192284,20.59
2025-12-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3161,352,1112672,716662,111267,55633,883562,229110,20.59
2026-01-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3154,365,1151210,741484,115121,57560,914165,237045,20.59
2026-02-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3110,362,1125820,725130,112582,56291,894003,231817,20.59
2026-03-01,P0279,筐体カバー 業務用,樹脂・ゴム部品,2019-12-30,3215,296,951640,612943,95164,47582,755689,195951,20.59
2024-04-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4645,15178,70501810,46289736,7050181,3525090,56865007,13636803,19.34
2024-05-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4652,15503,72119956,47352171,7211995,3605997,58170163,13949793,19.34
2024-06-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4607,12412,57182084,37544335,5718208,2859104,46121647,11060437,19.34
2024-07-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4630,14651,67834130,44538204,6783413,3391706,54713323,13120807,19.34
2024-08-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4609,15886,73218574,48073496,7321857,3660928,59056281,14162293,19.34
2024-09-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4561,11993,54700073,35914708,5470007,2735003,44119718,10580355,19.34
2024-10-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4523,15671,70879933,46538002,7087993,3543996,57169991,13709942,19.34
2024-11-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4531,15799,71585269,47001108,7158526,3579263,57738897,13846372,19.34
2024-12-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4669,13169,61486061,40370219,6148606,3074303,49593128,11892933,19.34
2025-01-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4673,13257,61949961,40674805,6194996,3097498,49967299,11982662,19.34
2025-02-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4616,11565,53384040,35050634,5338404,2669202,43058240,10325800,19.34
2025-03-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4686,14220,66634920,43750832,6663492,3331746,53746070,12888850,19.34
2025-04-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4584,11528,52844352,34696288,5284435,2642217,42622940,10221412,19.34
2025-05-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4702,14643,68851386,45206109,6885138,3442569,55533816,13317570,19.34
2025-06-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4677,15684,73354068,48162458,7335406,3667703,59165567,14188501,19.34
2025-07-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4625,13860,64102500,42088108,6410250,3205125,51703483,12399017,19.34
2025-08-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4682,15740,73694680,48386095,7369468,3684734,59440297,14254383,19.34
2025-09-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4672,15430,72088960,47331819,7208896,3604448,58145163,13943797,19.34
2025-10-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4542,15856,72017952,53905125,7201795,3600897,64707817,7310135,10.15
2025-11-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4701,12624,59345424,44419793,5934542,2967271,53321606,6023818,10.15
2025-12-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4554,14012,63810648,47761993,6381064,3190532,57333589,6477059,10.15
2026-01-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4640,13783,63953120,47868633,6395312,3197656,57461601,6491519,10.15
2026-02-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4671,15573,72741483,54446685,7274148,3637074,65357907,7383576,10.15
2026-03-01,P0280,筐体カバー HD,樹脂・ゴム部品,2023-04-05,4605,11284,51962820,38893945,5196282,2598141,46688368,5274452,10.15
2024-04-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,383,1274,487942,293821,48794,24397,367012,120930,24.78
2024-05-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,390,1157,451230,271714,45123,22561,339398,111832,24.78
2024-06-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,389,1158,450462,271252,45046,22523,338821,111641,24.78
2024-07-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,390,1197,466830,281108,46683,23341,351132,115698,24.78
2024-08-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,386,922,355892,214305,35589,17794,267688,88204,24.78
2024-09-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,386,1123,433478,261025,43347,21673,326045,107433,24.78
2024-10-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,386,1217,469762,282873,46976,23488,353337,116425,24.78
2024-11-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,383,1247,477601,287594,47760,23880,359234,118367,24.78
2024-12-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,384,1221,468864,282333,46886,23443,352662,116202,24.78
2025-01-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,386,1115,430390,259165,43039,21519,323723,106667,24.78
2025-02-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,384,1163,446592,268921,44659,22329,335909,110683,24.78
2025-03-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,390,1233,480870,289562,48087,24043,361692,119178,24.78
2025-04-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,392,1304,511168,307807,51116,25558,384481,126687,24.78
2025-05-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,394,1150,453100,272840,45310,22655,340805,112295,24.78
2025-06-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,391,979,382789,230501,38278,19139,287918,94871,24.78
2025-07-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,392,1054,413168,248795,41316,20658,310769,102399,24.78
2025-08-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,387,893,345591,208102,34559,17279,259940,85651,24.78
2025-09-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,388,1169,453572,273124,45357,22678,341159,112413,24.78
2025-10-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,388,987,382956,262886,38295,19147,320328,62628,16.35
2025-11-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,384,1257,482688,331349,48268,24134,403751,78937,16.35
2025-12-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,396,1044,413424,283802,41342,20671,345815,67609,16.35
2026-01-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,381,1284,489204,335822,48920,24460,409202,80002,16.35
2026-02-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,382,1116,426312,292649,42631,21315,356595,69717,16.35
2026-03-01,P0281,防振マウント 小型,樹脂・ゴム部品,2019-06-07,388,1289,500132,343324,50013,25006,418343,81789,16.35
2024-04-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,701,1405,984905,563507,98490,49245,711242,273663,27.79
2024-05-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,708,1326,938808,537133,93880,46940,677953,260855,27.79
2024-06-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,701,1540,1079540,617652,107954,53977,779583,299957,27.79
2024-07-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,691,1756,1213396,694237,121339,60669,876245,337151,27.79
2024-08-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,697,1345,937465,536365,93746,46873,676984,260481,27.79
2024-09-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,687,1723,1183701,677247,118370,59185,854802,328899,27.79
2024-10-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,700,1728,1209600,692065,120960,60480,873505,336095,27.79
2024-11-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,701,1584,1110384,635299,111038,55519,801856,308528,27.79
2024-12-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,692,1271,879532,503219,87953,43976,635148,244384,27.79
2025-01-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,697,1703,1186991,679130,118699,59349,857178,329813,27.79
2025-02-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,712,1583,1127096,644861,112709,56354,813924,313172,27.79
2025-03-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,698,1265,882970,505186,88297,44148,637631,245339,27.79
2025-04-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,688,1460,1004480,574707,100448,50224,725379,279101,27.79
2025-05-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,712,1824,1298688,743037,129868,64934,937839,360849,27.79
2025-06-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,712,1429,1017448,582127,101744,50872,734743,282705,27.79
2025-07-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,713,1258,896954,513187,89695,44847,647729,249225,27.79
2025-08-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,692,1753,1213076,694054,121307,60653,876014,337062,27.79
2025-09-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,708,1607,1137756,650960,113775,56887,821622,316134,27.79
2025-10-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,695,1434,996630,650046,99663,49831,799540,197090,19.78
2025-11-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,690,1625,1121250,731329,112125,56062,899516,221734,19.78
2025-12-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,692,1309,905828,590821,90582,45291,726694,179134,19.78
2026-01-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,696,1695,1179720,769465,117972,58986,946423,233297,19.78
2026-02-01,P0282,防振マウント 中型,樹脂・ゴム部品,2021-11-18,691,1550,1071050,698586,107105,53552,859243,211807,19.78
